id,candidate_length,in_candidates,response,answer
647,3,True,McSweeney's,McSweeney's
648,10,True,Eye (magazine),Human eye
649,10,True,Dave Eggers,Dave Eggers
650,5,True,Bible,Bible
651,10,False,nic,Talking Heads
652,2,True,Stefan Sagmeister,Stefan Sagmeister
653,10,False,nic,Talking Heads
654,10,False,nic,Talking Heads
655,10,False,nic,Talking Heads
656,10,True,Valencia,Valencia CF
657,2,True,Gideons International,Gideons International
658,10,False,nic,Talking Heads
659,10,True,Nepal,Nepal
660,1,True,Laxmi Prasad Devkota,Laxmi Prasad Devkota
661,10,True,Nepal,Nepal
662,1,True,Langtang National Park,Langtang National Park
663,5,True,Himalayas,Himalayas
664,10,True,Nepal,Nepal
665,1,True,Chilime,Chilime
666,1,True,Rasuwa District,Rasuwa District
667,8,True,Kathmandu,Kathmandu
668,10,True,Red,Red
669,10,True,Nepal,Nepal
670,5,True,Himalayas,Himalayas
671,4,True,Langtang National Park,Langtang National Park
672,10,True,Red,Red
673,10,True,United States,United States
674,10,True,Nepal,Nepal
675,10,True,Nepal,Nepal
676,10,True,United States,United States
677,10,True,Nepal,Nepal
678,10,True,Nepal,Demographics of Nepal
679,4,True,World Wide Fund for Nature,World Wide Fund for Nature
680,10,True,World Wide Fund for Nature,World Wide Fund for Nature
681,10,True,Nepal,Nepal
682,10,True,United States,United States
683,10,True,Nepal,Nepal
684,10,True,World Wide Fund for Nature,World Wide Fund for Nature
685,10,True,Nepal,Nepal
686,10,True,Nepal,Demographics of Nepal
687,10,True,Nepal,Nepal
688,10,True,World Wide Fund for Nature,World Wide Fund for Nature
689,10,True,India,India
690,10,True,China,China
691,10,True,Nepal,Nepal
692,10,True,Nepal,Nepal
693,1,True,Asian Development Bank,Asian Development Bank
694,10,True,Asian Development Bank,Asian Development Bank
695,10,True,Nepal,Nepal
696,10,True,Tibet,Tibet
697,10,True,China,China
698,10,True,Tibet,Tibet
699,4,True,Langtang,Langtang
700,1,True,Gosaikunda,Gosaikunda
701,3,False,nic,Article (publishing)
702,10,True,Nepali language,Nepal
703,10,True,India national cricket team,India national cricket team
704,1,True,Ishant Sharma,Ishant Sharma
705,1,True,Ishant Sharma,Ishant Sharma
706,10,True,India national cricket team,India national cricket team
707,3,True,Mahendra Singh Dhoni,Mahendra Singh Dhoni
708,10,True,Australia national cricket team,Australia national cricket team
709,10,True,New Zealand,New Zealand national cricket team
710,1,True,Glenn McGrath,Glenn McGrath
711,10,True,Australia national cricket team,Australia national cricket team
712,10,True,City of Brisbane,Brisbane
713,1,True,Hero MotoCorp,Hero MotoCorp
714,1,True,M. Chinnaswamy Stadium,M. Chinnaswamy Stadium
715,10,True,M. Chinnaswamy Stadium,Bangalore
716,10,True,India national cricket team,India national cricket team
717,10,True,Australia national cricket team,Australia
718,10,True,India national cricket team,India national cricket team
719,10,True,Australia national cricket team,Australia
720,10,True,Allan Border,Border
721,10,False,nic,Ian Chappell
722,10,True,Australia national cricket team,Australia national cricket team
723,10,True,New Zealand national cricket team,New Zealand national cricket team
724,9,True,The Gabba,The Gabba
725,10,True,The Gabba,Brisbane
726,3,True,Mitchell Johnson (cricketer),Mitchell Johnson (cricketer)
727,10,True,Australia national cricket team,Australia national cricket team
728,10,True,Mahendra Singh Dhoni,Mahendra Singh Dhoni
729,10,True,Australia,Australia national cricket team
730,10,True,India,India
731,10,True,England,England
732,10,True,India,India national cricket team
733,10,False,nic,South Africa
734,10,True,Australia national cricket team,Australia national cricket team
735,1,True,Jacques Rudolph,Jacques Rudolph
736,10,True,ICC Twenty20 Rankings,Top
737,1,True,Kevin Pietersen,Kevin Pietersen
738,1,True,Dale Steyn,Dale Steyn
739,10,True,India national cricket team,India national cricket team
740,10,False,nic,Concordia Stingers
741,10,True,University of Minnesota,Minnesota
742,10,True,University of Minnesota Crookston,University of Minnesota Crookston
743,2,True,Winona State University,Winona State University
744,5,True,Bemidji State,Bemidji State University
745,10,True,Minnesota,Minnesota
746,10,True,University of Minnesota Duluth,"Duluth, Minnesota"
747,10,True,Kutztown Golden Bears,Kutztown Golden Bears
748,10,False,nic,Concordia Stingers
749,10,True,MSU Moorhead,St. George Illawarra Dragons
750,10,True,Kutztown Golden Bears,Kutztown Golden Bears
751,5,False,nic,University of Colorado
752,1,True,Minnesota State University Moorhead,Minnesota State University Moorhead
753,2,True,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference
754,10,True,Kutztown Golden Bears,Kutztown Golden Bears
755,10,True,Drexel Dragons,St. George Illawarra Dragons
756,1,True,Minnesota State University Moorhead,Minnesota State University Moorhead
757,2,True,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference
758,10,False,nic,Concordia Stingers
759,1,True,Minnesota State University Moorhead,Minnesota State University Moorhead
760,10,False,nic,Sal Mineo
761,10,True,"Racine, Wisconsin","Racine County, Wisconsin"
762,4,False,nic,WIS
763,10,False,nic,Concordia Stingers
764,10,False,nic,Sal Mineo
765,10,True,Minneapolis,Minneapolis
766,1,True,Minnesota,Minnesota
767,5,True,Jamie Jones (DJ),Jamie Jones (snooker player)
768,10,True,"Robert M. La Follette, Sr.",Senior (education)
769,2,True,Mounds View,"Mounds View, Minnesota"
770,1,True,Minnesota,Minnesota
771,10,False,nic,Brad Jones (footballer)
772,10,True,Desktop computer,Desktop computer
773,10,True,Ink,Ink
774,2,True,iPaq,IPAQ
775,6,True,Image scanner,Scanners
776,10,True,Hewlett-Packard,Hewlett-Packard
777,10,True,IBM,IBM
778,2,True,Sony Vaio,Vaio
779,4,True,Apple Inc.,Macintosh
780,1,True,Palm Centro,Palm Centro
781,10,True,IPhone,IPhone
782,3,True,IPod Touch,IPod Touch
783,10,True,Acer Inc.,Acer Inc.
784,10,True,Acer Inc.,Acer Inc.
785,1,True,Sandy Bridge,Sandy Bridge
786,10,True,Acer Inc.,Acer Inc.
787,10,True,Taiwan,Taiwan
788,1,True,IDG,IDG
789,10,True,Acer Inc.,Acer Inc.
790,10,True,Intel,Intel
791,1,True,Sandy Bridge,Sandy Bridge
792,1,True,Sandy Bridge,Sandy Bridge
793,10,True,Acer Inc.,Acer Inc.
794,10,True,Acer Inc.,Acer Inc.
795,10,True,Acer Inc.,Acer Inc.
796,10,True,Google,Google
797,1,True,Android (operating system),Android (operating system)
798,2,True,Consumer Electronics Show,Consumer Electronics Show
799,10,True,Microsoft Windows,Windows 7
800,10,True,Desktop computer,Desktop computer
801,10,True,Ink,Ink
802,2,True,iPaq,IPAQ
803,6,True,Image scanner,Scanners
804,10,True,Hewlett-Packard,Hewlett-Packard
805,10,True,IBM,IBM
806,2,True,Sony,Vaio
807,4,True,Apple Inc.,Macintosh
808,1,True,Palm Centro,Palm Centro
809,10,True,iPhone,IPhone
810,3,True,IPod Touch,IPod Touch
811,10,True,Acer Inc.,Acer Inc.
812,10,True,Acer Inc.,Acer Inc.
813,1,True,Sandy Bridge,Sandy Bridge
814,10,True,Acer Inc.,Acer Inc.
815,10,True,Taiwan,Taiwan
816,1,True,IDG,IDG
817,10,True,Acer Inc.,Acer Inc.
818,10,True,Intel,Intel
819,1,True,Sandy Bridge,Sandy Bridge
820,1,True,Sandy Bridge,Sandy Bridge
821,10,True,Acer Inc.,Acer Inc.
822,10,True,Acer Inc.,Acer Inc.
823,10,True,Acer Inc.,Acer Inc.
824,10,True,Google,Google
825,1,True,Android (operating system),Android (operating system)
826,2,True,Consumer Electronics Show,Consumer Electronics Show
827,10,True,Microsoft Windows,Windows 7
828,10,True,Christmas,Christmas
829,10,True,Australia,Australia
830,1,False,Ug (book),Uganda
831,10,True,Australia,Australia
832,1,False,Ug (book),Uganda
833,10,True,Australians,Australia
834,10,True,Australia,Australia
835,3,True,UGG Australia,UGG Australia
836,10,True,Australia,Australia
837,10,True,Australia,Australia
838,3,True,UGG Australia,UGG Australia
839,10,True,China,China
840,10,True,Australia,Australia
841,10,True,United States,United States
842,10,True,China,China
843,10,True,China,China
844,10,True,Australia,Australia
845,10,True,United States,United States
846,10,True,Nordstrom,Nordstrom
847,1,True,Macy's,Macy's
848,2,True,Dillard's,Dillard's
849,3,True,Ugg boots,UGG Australia
850,10,True,Australia,Australia
851,10,True,Australia,Australia
852,1,True,Christian Louboutin,Christian Louboutin
853,2,False,nic,Fad
854,3,True,Ugg boots,UGG Australia
855,1,True,Ugg boots,Ugg boots
856,1,True,Air Jordan,Air Jordan
857,1,True,Sex and the City,Sex and the City
858,1,True,Sanshiro Sugata,Sanshiro Sugata
859,1,False,Derry,"Derry, New Hampshire"
860,10,True,New Hampshire,New Hampshire
861,10,True,"Chester, New Hampshire","Chester, New Hampshire"
862,1,True,American Recovery and Reinvestment Act of 2009,American Recovery and Reinvestment Act of 2009
863,6,True,American Recovery and Reinvestment Act of 2009,American Recovery and Reinvestment Act of 2009
864,10,True,New Hampshire,New Hampshire
865,10,True,"Chester, New Hampshire","Chester, New Hampshire"
866,6,True,American Recovery and Reinvestment Act of 2009,American Recovery and Reinvestment Act of 2009
867,10,True,Alton,"Alton, New Hampshire"
868,10,True,"Bartlett, New Hampshire","Bartlett, New Hampshire"
869,7,False,nic,Saudi Arabia
870,10,True,Laconia,"Laconia, New Hampshire"
871,10,True,Manchester,"Manchester, New Hampshire"
872,10,True,"Milton, New Hampshire","Milton, New Hampshire"
873,10,True,Nashua,"Nashua, New Hampshire"
874,9,True,Oyster River,Oyster River (New Hampshire)
875,7,False,nic,Saudi Arabia
876,2,True,Allenstown,"Allenstown, New Hampshire"
877,10,True,"Deerfield, New Hampshire","Deerfield, New Hampshire"
878,10,True,Epsom,"Epsom, New Hampshire"
879,10,True,"Pembroke, New Hampshire","Pembroke, New Hampshire"
880,10,True,"Pittsfield, New Hampshire","Pittsfield, New Hampshire"
881,10,True,Portsmouth,"Portsmouth, New Hampshire"
882,10,True,Profile Lake,Profile (engineering)
883,10,True,"Raymond, New Hampshire","Raymond, New Hampshire"
884,1,True,"Somersworth, New Hampshire","Somersworth, New Hampshire"
885,10,True,Cinema of France,France
886,10,True,Cinema of Italy,Italy
887,10,True,Cinema of France,France
888,10,True,Cinema of Italy,Italy
889,10,True,France,France
890,10,True,Italian,Italy
891,10,True,Cinema of Italy,Italy
892,4,True,Cinema of France,Cinema of France
893,1,True,Boris Grinsson,Boris Grinsson
894,3,True,Casablanca (film),Humphrey Bogart
895,1,True,Marilyn Monroe,Marilyn Monroe
896,4,True,Audrey Hepburn,Audrey Hepburn
897,1,True,Brigitte Bardot,Brigitte Bardot
898,3,True,Marlene Dietrich,Marlene Dietrich
899,10,True,James Dean,James Dean
900,2,True,Greta Garbo,Greta Garbo
901,10,True,John Wayne,John Wayne
902,10,True,Clint Eastwood,Clint Eastwood
903,10,True,Charlie Chaplin,Charlie Chaplin
904,5,True,Buster Keaton,Buster Keaton
905,8,True,Laurel and Hardy,Laurel and Hardy
906,2,True,Marx brothers,Marx Brothers
907,1,True,Alain Delon,Alain Delon
908,3,True,Ava Gardner,Ava Gardner
909,1,True,Jean-Luc Godard,Jean-Luc Godard
910,10,True,Cannes Film Festival,Cannes
911,3,True,Thai Airways,Thai Airways
912,10,True,Chhatrapati Shivaji International Airport,Mumbai
913,10,True,Bangkok,Bangkok
914,10,True,Chhatrapati Shivaji International Airport,Mumbai
915,10,True,Chhatrapati Shivaji International Airport,Mumbai
916,10,True,Suvarnabhumi Airport,Bangkok
917,10,True,Chhatrapati Shivaji International Airport,Mumbai
918,5,True,Phuket (city),Phuket International Airport
919,3,True,Thai Airways,Thai Airways
920,10,True,India,India
921,3,True,Thai Airways,Thai Airways
922,10,True,Chhatrapati Shivaji International Airport,Mumbai
923,10,True,New Delhi,Delhi
924,10,True,Chennai International Airport,Chennai
925,10,True,Rajiv Gandhi International Airport,Hyderabad
926,6,True,Bangalore,Bangalore
927,10,True,Netaji Subhas Chandra Bose International Airport,Kolkata
928,2,True,Bodh Gaya,Bodh Gaya
929,10,True,Varanasi,Varanasi
930,10,True,South Asia,Southern United States
931,10,True,Southeast Asia,Southeast Asia
932,10,True,Australasia,Australasia
933,3,True,Thai Airways,Thai Airways
934,9,True,Sri Guru Ram Dass Jee International Airport,Amritsar
935,10,True,Ahmedabad,Ahmedabad
936,10,True,Chhatrapati Shivaji International Airport,Mumbai
937,10,True,Rajiv Gandhi International Airport,Hyderabad
938,10,True,India,India
939,10,True,Bangkok,Bangkok
940,10,True,Thailand,Thailand
941,4,True,Chiang Mai,Chiang Mai
942,5,True,Phuket (city),Phuket International Airport
943,7,True,Krabi,Krabi
944,10,True,Chhatrapati Shivaji International Airport,Mumbai
945,10,True,New Delhi,Delhi
946,3,True,Thai Airways,Thai Airways
947,4,True,Airbus A330,Airbus A330
948,1,True,Airbus A380,Airbus A380
949,1,True,Airbus A380,Airbus A380
950,10,True,Kingfisher Airlines,Kingfisher Airlines
951,2,True,Jet Airways,Jet Airways
952,1,True,SpiceJet,SpiceJet
953,10,True,Boeing,Boeing
954,10,True,Tea Party movement,Tea Party movement
955,10,True,North Korea,North Korea
956,10,True,South Korea,Southern United States
957,10,True,God in Christianity,God
958,10,True,God,Creator deity
959,10,True,God,God
960,10,True,Ten Commandments,Ten Commandments
961,1,True,Albert Mohler,Albert Mohler
962,10,True,God,God
963,10,True,God,God
964,10,True,Ronald Reagan,Ronald Reagan
965,1,True,Peggy Noonan,Peggy Noonan
966,8,True,Rick Santorum,Rick Santorum
967,10,True,Abortion in the United States,Abortion
968,10,True,United States,United States
969,10,True,United States,United States
970,5,True,Christopher Hitchens,Christopher Hitchens
971,5,True,Christopher Hitchens,Christopher Hitchens
972,4,True,Defense of Marriage Act,Defense of Marriage Act
973,9,True,Defense of Marriage Act,Defense of Marriage Act
974,10,True,Same-sex marriage in California,California
975,7,True,California Proposition 8 (2008),California Proposition 8 (2008)
976,2,True,United States Court of Appeals for the Ninth Circuit,United States Court of Appeals for the Ninth Circuit
977,4,True,United States Court of Appeals,United States courts of appeals
978,10,True,United States,United States
979,10,True,Supreme Court of the United States,Supreme Court of the United States
980,10,True,Supreme Court of the United States,Supreme Court of the United States
981,1,True,Spironolactone,Spironolactone
982,1,True,Spironolactone,Spironolactone
983,1,True,Spironolactone,Spironolactone
984,1,True,Spironolactone,Spironolactone
985,1,True,Spironolactone,Spironolactone
986,1,True,Spironolactone,Spironolactone
987,1,True,Spironolactone,Spironolactone
988,10,False,nic,Spironolactone
989,1,True,Amiloride,Amiloride
990,1,True,Co-amilozide,Co-amilozide
991,1,True,Triamterene,Triamterene
992,1,True,Dyazide,Dyazide
993,10,True,Food and Drug Administration,Food and Drug Administration
994,9,True,C,Circa
995,1,True,Spironolactone,Spironolactone
996,1,True,Spironolactone,Spironolactone
997,1,True,Spironolactone,Spironolactone
998,1,True,Spironolactone,Spironolactone
999,1,True,Spironolactone,Spironolactone
1000,1,True,Spironolactone,Spironolactone
1001,10,True,Food and Drug Administration,Food and Drug Administration
1002,10,True,Food and Drug Administration,Food and Drug Administration
1003,3,True,NSAID,Non-steroidal anti-inflammatory drug
1004,2,True,ibuprofen,Advil
1005,1,True,Ibuprofen,Ibuprofen
1006,1,True,Naproxen,Naproxen
1007,1,True,Naproxen,Naproxen
1008,6,True,Naproxen,Naproxen
1009,2,True,Treximet,Treximet
1010,1,True,Celecoxib,Celecoxib
1011,1,True,Diclofenac/misoprostol,Diclofenac/misoprostol
